miRNA,D10_WT_Fe_Ov-1,D10_WT_Fe_Ov-2,D10_WT_Fe_Ov-3,D10_MT_Fe_Ov-1,D10_MT_Fe_Ov-2,D10_MT_Fe_Ov-3,D10_WT_Ma_Te-1,D10_WT_Ma_Te-2,D10_WT_Ma_Te-3,D30_WT_Fe_Ov-1,D30_WT_Fe_Ov-2,D30_WT_Fe_Ov-3,D30_MT_Fe_Ov-1,D30_MT_Fe_Ov-2,D30_MT_Fe_Ov-3,D30_WT_Ma_Te-1,D30_WT_Ma_Te-2,D30_WT_Ma_Te-3,D120_WT_Fe_Ov-1,D120_WT_Fe_Ov-2,D120_WT_Fe_Ov-3,D120_MT_Fe_Ov-1,D120_MT_Fe_Ov-2,D120_MT_Fe_Ov-3,D120_WT_Ma_Te-1,D120_WT_Ma_Te-2,D120_WT_Ma_Te-3
ola-miR-7132a-3p,0.67375057,0,0.826332575,0.68588658,0.749841877,1.814329049,0.394901818,0.794007467,0.113883011,0,0,0,0,0,0,3.749011198,0,0,1.633874799,0.852859553,0.97540944,0,0,1.478657793,2.601032783,0.948574009,1.744383304
ola-miR-7132b-5p,664.7223124,384.8427436,567.690479,588.3535087,513.2667649,745.8026348,359.360654,367.2284534,282.2021011,174.0482891,541.6312254,407.8442035,93.22184001,201.7053269,142.3714528,601.7162973,497.9276821,490.9374269,819.1158995,2487.507029,1473.843664,1525.899252,662.1266642,521.9662008,318.1930105,315.8751449,430.862676
ola-miR-7132b-3p,172.2106457,144.2868918,86.35175408,97.67024905,128.5978819,192.9992526,57.26076354,100.0449408,106.0250832,32.09401076,0,27.51329944,0,18.3368479,5.694858113,76.85472957,65.3019911,65.89764119,349.6492071,366.1610347,377.9711581,327.6548248,150.4481731,214.4053799,37.2814699,50.27442246,76.75286537
ola-miR-7133-5p,0.539000456,0.233096756,0,0,0.562381408,0,0,0,0,0,0,0,0,0,0,3.749011198,0,3.29488206,0,0,1.950818881,1.893958525,0.386756229,0,1.734021856,0,1.744383304
ola-miR-7133-1-3p,2.02125171,1.864774045,1.446082006,0.548709264,0.937302346,0.793768959,0,0.397003733,0.455532044,27.15647065,0,0,0,0,0,0,0,3.29488206,3.267749599,2.558578658,6.827866082,0.631319508,1.933781145,2.217986689,6.069076495,8.537166078,6.977533215
ola-miR-7133-2-3p,2.290751938,6.293612403,2.478997725,4.115319483,2.62444657,1.474142352,3.554116358,4.764044801,2.847075274,0,0,0,0,0,0,7.498022397,6.122061665,19.76929236,39.21299519,10.51860115,26.33605489,18.30826574,19.72456768,25.87651137,11.27114206,18.02290617,24.42136625
ola-miR-722b-5p,31.53152668,26.10683663,19.62539865,20.98812936,38.24193573,44.56445727,12.63685816,11.51310827,14.46314239,0,26.70013083,0,0,128.3579353,0,41.23912318,48.97649332,59.30787707,33.76674586,46.9072754,44.86883425,46.0863241,30.16698587,34.00912923,18.20722948,39.84010837,21.8047913
ola-miR-722b-3p,96.21158139,105.3597336,114.2404785,94.37799347,96.91706261,127.5700113,76.21605078,62.32958615,109.2138075,72.82871673,22.88582643,0,18.644368,128.3579353,14.23714528,228.6896831,214.2721583,243.8212724,471.1005672,388.335383,446.7375237,431.1912242,307.0844459,613.642984,251.4331691,352.8695312,270.3794121
ola-miR-723a-5p,41.23353488,31.23496526,42.96929389,35.52892487,26.61938664,61.68718767,25.27371632,20.2471904,52.044536,0,0,0,0,0,0,11.24703359,14.28481055,9.884646179,1.633874799,0.852859553,0.97540944,3.156597541,2.707293604,1.478657793,26.01032783,28.45722026,14.82725808
ola-miR-723a-3p,0.539000456,0,0.619749431,0.548709264,0,0.907164525,0,0,0,0,0,0,0,0,0,1.874505599,2.040687222,0,0,0,0.48770472,0,0.773512458,2.217986689,19.94125134,18.02290617,14.82725808
ola-miR-723b-5p,1.212751026,2.564064312,2.892164012,4.115319483,0.374920939,1.360746787,3.949018175,0.794007467,3.872022372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ola-miR-723b-3p,1.482251254,0.932387023,1.239498862,0.68588658,2.062065162,1.133955656,0,0,0.113883011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ola-miR-724-5p,1299.7996,1312.567831,1318.000457,1016.07238,2065.626911,1912.076027,1873.019321,960.7490349,1735.463204,285.1429418,108.7076755,216.8695368,167.799312,0,148.0663109,133.0898975,132.6446694,141.6799286,145.9594821,99.78456768,111.1966762,168.5623087,109.4520128,190.7468553,202.8805571,146.0803973,342.7713192
ola-miR-724-3p,35.43927998,35.66380362,19.8319818,28.67005906,44.80305216,50.46102668,42.64939629,22.23220907,41.79506502,41.969091,41.95734845,45.31602261,0,0,0,9.372527996,10.20343611,13.17952824,2.178499733,2.274292141,0.48770472,4.419236558,1.160268687,0.739328896,0.867010928,3.794296035,7.849724867
ola-miR-725-5p,51.33979343,60.60515647,39.45738045,51.71584816,52.67639187,46.60557745,52.52194173,96.47190722,88.94263155,56.78171135,0,22.65801131,65.25528801,220.0421748,76.88058452,97.47429116,79.58680165,118.6157541,9.258623864,7.960022493,13.16802744,12.62639017,8.121880811,5.914631171,6.069076495,3.794296035,9.594108171
ola-miR-725-3p,1007.796103,1314.665702,1330.395446,1084.935393,947.6126722,1047.208048,1307.91482,1901.250879,1425.359765,7401.372636,4228.156432,2801.501255,64761.21226,39094.15971,19385.29702,11128.93974,15735.73917,17980.1714,1542.377811,1229.539189,2218.568772,960.2369721,940.5911492,2507.064288,608.6416713,479.0298744,729.152221
ola-miR-726-5p,0.539000456,0,0.413166287,0.411531948,0,0.113395566,43.83410175,1.588014934,0.683298066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ola-miR-726-3p,1.751751482,2.330967557,3.511913443,2.46919169,1.874604693,1.587537918,83.3242835,1.1910112,1.708245164,0,0,0,0,0,0,0,2.040687222,0,0,0.852859553,0,0,0,0,4.335054639,0.948574009,0.872191652
ola-miR-727a-5p,62.5240529,71.56070399,96.47432812,113.719995,81.92022507,83.79932296,181.6548361,73.84269442,132.7875908,22.21893053,68.65747928,142.4217854,764.4190881,1045.20033,193.6251758,243.6857279,279.5741494,296.5393854,82.23836491,100.3531407,99.00405819,150.8853625,150.4481731,61.3642984,135.2537047,81.57736475,68.03094885
ola-miR-727a-3p,15.361513,8.391483204,26.23605925,15.3638594,21.93287491,30.9569894,21.32469815,8.734082135,30.06511489,0,20.97867422,11.32900565,27.966552,36.67369579,34.16914868,63.73319037,65.3019911,105.4362259,23.96349706,31.27151694,47.30735785,58.71271427,46.02399126,28.83382696,48.55261196,38.89153436,31.39889947
ola-miR-727b-5p,218.0256844,228.9010141,246.4536905,276.9610012,259.0703685,335.0838963,382.6598612,170.3146016,335.1577012,51.84417123,0,25.89487006,0,0,0,3.749011198,0,0,32.67749599,31.55580345,17.06966521,39.77312902,75.41746467,6.653960067,273.9754532,349.0752352,159.6110723
ola-miR-727b-3p,27.35427314,17.94845019,38.01129845,11.52289455,37.11717292,53.06912469,21.71959996,18.26217174,54.32219622,0,20.97867422,0,0,0,0,0,0,3.29488206,5.990874265,3.127151694,1.46311416,8.207153608,11.21593064,0.739328896,58.95674309,45.53155242,26.16574956
ola-miR-728a-3p,29.77977519,18.18154694,22.93072895,21.12530668,23.24509819,37.30714107,15.7960727,6.749063468,13.09654626,0,0,0,0,0,0,46.86263998,81.62748887,65.89764119,17.97262279,25.30150007,32.18851153,20.20222426,32.87427947,27.35516917,32.94641526,16.12575815,13.08287478
ola-miR-728b-5p,16.03526357,10.489354,13.42790434,11.38571724,9.747944402,22.90590425,2.764312723,4.367041068,9.452289908,0,0,0,0,0,0,0,2.040687222,0,8.71399893,4.832870799,0.97540944,5.681875575,5.801343436,2.217986689,50.28663381,86.32023479,37.50424103
ola-miR-728b-3p,33.6875285,27.97161068,32.02038728,24.96627153,20.62065162,55.79061826,21.32469815,10.7191008,28.35686973,0,0,0,0,0,0,0,4.081374444,0,17.97262279,16.77290454,14.6311416,18.30826574,31.71401079,5.175302275,168.20012,254.2178343,126.4677895
ola-miR-729-5p,0,0,0,0,0.374920939,0,0.789803635,0,0,0,0,0,0,0,0,0,2.040687222,0,0,0,0,0,0.773512458,0,0,0,0.872191652
ola-miR-729-3p,0.539000456,0.233096756,0.619749431,0.548709264,1.499683754,0,0,0,0.569415055,0,0,0,0,0,0,3.749011198,4.081374444,3.29488206,7.080124131,2.842865176,5.852456642,3.156597541,6.188099666,1.478657793,3.468043711,9.485740087,9.594108171
ola-miR-730-5p,436.3208691,499.9925409,579.6723013,605.7750278,565.9431567,569.1323436,971.0635693,524.0449281,869.9523206,1101.071446,1001.254906,1236.480046,1407.649784,605.1159806,626.4343924,2140.685394,1828.455751,2316.302088,742.8684088,791.1693785,390.6514808,951.398499,1327.347378,544.1460677,413.5642126,304.4922568,913.1846595
ola-miR-730-3p,9.567258094,3.962644846,8.263325749,6.035801908,10.87270722,9.185040812,19.35018906,9.925093336,4.213671405,54.31294129,0,0,27.966552,0,0,7.498022397,4.081374444,6.589764119,9.258623864,15.35147195,8.778684963,23.99014131,32.87427947,6.653960067,9.537120206,8.537166078,18.31602469
ola-miR-734-5p,0.808500684,1.398580534,6.817243743,2.743546322,2.436986101,0.907164525,1.974509088,4.367041068,1.822128175,0,0,0,0,0,0,5.623516797,6.122061665,9.884646179,3.812374532,9.950028116,2.438523601,6.944514591,4.641074749,6.653960067,23.40929505,13.28003612,39.24862434
ola-miR-734-3p,64.14105426,61.5375435,101.6389067,72.70397752,68.42307128,84.59309192,46.20351265,44.46441814,62.86342204,0,0,0,0,0,8.542287169,61.85868477,55.09855499,59.30787707,40.30224505,97.51027554,23.40982657,62.50063132,45.63723503,65.80027178,238.4280051,189.7148017,181.4158636
ola-miR-736-1-5p,1.078000912,0.466193511,0.206583144,0.548709264,1.124762816,0.453582262,0.394901818,0.397003733,0.683298066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ola-miR-737-5p,339.1660369,221.4419179,322.6828705,130.5928049,312.6840627,389.96735,383.054763,231.4531766,279.5827919,41.969091,19.07152202,19.42115255,93.22184001,73.34739158,28.47429056,483.6224446,348.9575149,451.3988422,1026.617999,809.0794291,599.3891011,756.9520904,655.1650521,1043.932402,2090.363347,1660.953089,1139.954489
ola-miR-7552a-5p,1.751751482,2.097870801,3.718496587,0.960241213,1.687144223,3.515262533,0.394901818,1.588014934,1.822128175,0,0,0,0,0,5.694858113,7.498022397,0,0,13.0709984,21.0372023,24.38523601,20.20222426,22.43186129,21.44053799,17.34021856,10.4343141,11.33849147
ola-miR-7552b-5p,3.907753306,2.330967557,5.577744881,2.057659741,2.811907039,5.89656941,2.764312723,0.397003733,0.797181077,0,0,0,0,0,11.38971623,48.73714558,26.52893388,23.06417442,83.32761477,100.0688542,125.3401131,120.5820261,104.0374256,134.5578591,73.69592886,70.19447664,40.99300764
ola-miR-7552b-3p,0.67375057,1.398580534,2.478997725,0.68588658,2.249525631,1.927724615,2.369410905,0.397003733,1.708245164,0,0,0,18.644368,0,0,26.24307839,14.28481055,19.76929236,86.05073944,94.95169688,96.56553459,132.5770967,108.6785004,100.5487299,19.07424041,21.8172022,10.46629982
ola-miR-7-5p,4352.428682,3775.701248,3836.662145,2989.779604,4820.358507,6192.305045,5198.882428,3127.595412,4310.927496,15173.06078,13304.29376,16595.37485,6926.382713,4785.917301,13243.39254,8703.329497,10817.68296,12023.02464,3158.279987,2642.158895,2350.249046,3101.672744,2653.147732,4177.208265,72425.75785,65997.98523,57828.9231
ola-miR-7a-1-3p,1.078000912,1.864774045,0.826332575,1.783305109,1.499683754,1.814329049,2.764312723,0.397003733,1.024947098,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386756229,0,0,0.948574009,2.616574956
ola-miR-7a-3-3p,4.312003648,3.729548091,4.957995449,6.584511172,8.060800179,10.31899647,11.05725089,2.382022401,7.174629689,0,0,0,0,0,0,0,2.040687222,0,1.089249866,0.568573035,0,1.893958525,1.933781145,0,0,1.897148017,1.744383304
ola-miR-7a-4-3p,0.269500228,0,0,0,0,0.340186697,0,1.1910112,0,0,0,0,37.28873601,0,0,1.874505599,0,3.29488206,0,0.852859553,1.46311416,3.156597541,0,2.957315585,52.8876666,31.30294229,48.84273251
ola-miR-7bb-3p,13.4750114,15.85057939,15.49373578,14.81515014,20.99557256,22.33892642,22.5094036,3.970037334,3.872022372,0,1.907152202,1.618429379,18.644368,18.3368479,119.5920204,52.48615678,40.81374444,23.06417442,7.624749064,10.23431463,17.06966521,9.469792624,8.895393269,14.78657793,22.54228412,18.02290617,17.44383304
ola-miR-8159-5p,3679.756113,2794.8301,4088.693581,4096.251836,2438.298324,3269.987925,1590.269619,2553.13101,5916.677951,244.4082358,62.93602267,85.77675709,9.322184001,2347.116531,0,2080.701215,2826.351802,3841.832482,339.8459583,355.0738605,399.4301658,328.9174638,394.4913537,765.2054077,1612.640326,1075.682926,2366.255952
ola-miR-8160a-5p,44.60228773,48.25102842,63.62760827,53.63633059,66.92338753,74.72767771,107.0183926,53.99250775,82.45129992,788.7720338,778.1180985,1233.243187,456.7870161,825.1581553,452.74122,97.47429116,124.4819205,108.731108,26.68662172,33.54580908,26.33605489,41.66708755,25.13915489,31.05181365,40.74951361,87.2688088,46.22615755
ola-miR-8160a-3p,0.134750114,0,0.206583144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.872191652
ola-miR-9-5p,27286.22433,23898.24487,21665.82036,20555.88364,22853.11835,35974.85657,20978.76415,13982.47149,23436.782,64.18802153,169.736546,127.8559209,74.57747201,91.68423948,39436.89243,232.4386943,279.5741494,296.5393854,137.7901081,183.0805173,148.7499396,112.3748725,131.8838741,99.80940101,318.1930105,326.309459,293.9285867
ola-miR-9-1-3p,1692.596182,1372.240601,2245.765355,1437.481095,1309.598838,2070.376236,1686.230761,766.6142092,1871.09787,0,0,0,0,0,1546.153978,13.12153919,16.32549777,23.06417442,17.97262279,15.92004499,16.09425577,18.30826574,21.2715926,14.78657793,52.8876666,56.91444052,63.66999059
ola-miR-9-4-3p,219.2384355,175.9880505,219.1847155,184.5034901,218.2039862,297.3231729,229.0430542,44.06741441,232.2074593,0,0,0,0,0,0,3.749011198,6.122061665,0,20.15112253,5.97001687,13.65573216,12.62639017,13.92322425,5.914631171,3.468043711,12.33146211,8.721916519
ola-miR-9-7-3p,516.6319371,406.2876451,687.095536,433.8918508,411.4757301,556.2052491,628.2887917,130.2172246,592.0777739,0,0,0,0,0,2.847429056,1.874505599,2.040687222,0,1.633874799,1.421432588,6.340161362,6.313195083,5.801343436,2.957315585,3.468043711,5.691444052,7.849724867
ola-miR-92a-1-5p,27.8932736,29.13709446,41.52321189,47.737706,33.18050306,28.68907809,60.41997808,62.72658988,65.93826334,492.5196267,581.6814217,461.252373,428.8204641,1026.863482,165.1508853,189.3250655,167.3363522,283.3598571,36.48987052,68.22876422,63.88931834,61.2379923,53.37235962,43.62040489,96.23821299,67.34875462,58.43684068
ola-miR-92a-3p,20838.83563,23499.18323,27856.29085,31117.30238,22957.53383,24883.52291,36418.63542,40154.94262,35307.036,88370.85864,155131.5744,101867.182,109973.8047,129531.4935,67988.06358,61060.14539,46360.33231,67225.47866,12994.7509,14839.18765,14131.73197,19501.45961,15518.98045,15199.86278,38611.46466,32788.40918,31470.41918
ola-miR-92a-2-5p,12.5317606,10.489354,15.90690207,22.63425715,11.81000956,12.70030334,13.4266618,23.82022401,13.5520783,0,0,0,46.61092001,0,14.23714528,26.24307839,8.162748887,23.06417442,8.169373997,7.391449458,11.21720856,14.52034869,8.121880811,11.82926234,14.73918577,12.33146211,22.67698295
ola-miR-92b-3p,1313.409361,1471.306722,1034.98155,1442.282301,1582.353821,1332.511291,1809.83503,965.9100834,939.3070743,1588.653533,1443.714217,1288.269786,2423.76784,3098.927294,1742.626582,1726.419657,1306.039822,1766.056784,145.4148572,243.9178321,213.1269627,215.9112718,228.9596876,162.6523572,831.4634798,679.1789902,737.0019459
ola-miR-93a-5p,429.4486133,296.73217,468.7371531,262.8317376,295.4376996,400.399742,231.8073669,301.7228374,255.8951256,98.75080235,64.84317487,8.092146895,167.799312,146.6947832,74.03315546,425.512771,383.6491977,543.6555398,649.1929203,583.3559341,698.3931593,785.3614683,683.0115006,862.7968221,2084.29427,1711.227512,2211.878029
ola-miR-93a-3p,3.234002736,0.932387023,3.511913443,0.68588658,2.62444657,3.288471402,4.343919993,2.779026134,0.341649033,0,0,0,0,55.01054369,0,3.749011198,2.040687222,3.29488206,8.71399893,20.46862927,12.192618,12.62639017,15.08349293,11.82926234,31.2123934,21.8172022,47.0983492
ola-miR-96-5p,2468.352588,1699.741542,2033.81105,2059.168692,4017.090396,3861.005612,2298.328578,1543.153512,2335.398905,92.5788772,104.8933711,29.13172882,0,0,3613.387472,656.0769597,1212.16821,1308.068178,198.2434757,187.9133881,350.1719891,131.9457772,193.7648708,229.1919579,906.8934305,703.8419145,671.587572
ola-miR-96a-3p,7.007005928,2.564064312,3.925079731,1.920482425,2.62444657,9.411831943,3.949018175,1.588014934,4.099788394,0,0,0,0,0,0,0,0,0,0,0,0.48770472,0,0,0,0,0,0
ola-miR-96b-3p,1.482251254,0.233096756,0.206583144,0.137177316,0.937302346,3.288471402,0.789803635,2.382022401,1.138830109,0,0,0,0,0,0,0,0,0,0,0.568573035,0,0,0,0,0.867010928,0,0.872191652
ola-miR-99a-5p,7733.443792,7750.000932,8492.013289,8993.48202,8663.485587,10320.6974,11027.63325,7266.359333,10563.44645,2869.945193,3553.024553,3613.952803,3039.031984,4254.148712,5711.942687,11818.7578,12246.16402,12273.43567,4422.899082,3894.156718,2977.925021,6371.907797,4489.079551,4046.34705,10236.79802,9816.792416,8298.031376
ola-miR-99a-3p,4.851004104,2.097870801,3.3053303,2.743546322,4.873972201,2.381306877,2.764312723,3.176029867,2.960958285,0,0,0,0,0,0,0,0,0,2.178499733,1.990005623,3.413933041,4.419236558,5.027830978,3.696644482,6.069076495,4.742870043,6.977533215
ola-miR-ENSGACG00000022167-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
